"EnterpriseName","State","District","Pincode","RegistrationDate","CommunicationAddress","NIC5DigitCode","NICDescription"
"M/S POORNIMA WOOD AND PLY CENTRE","KARNATAKA","BENGALURU (URBAN)","560100.0","23/07/2021","No 43, POORNIMA WOOD AND PLY CENTRE, HOSUR MAIN ROAD, No 43, 1, BANGALORE","16101","Sawing and planing of wood"
"PS2V FASHION DESIGNER","KARNATAKA","BENGALURU (RURAL)","562107.0","24/07/2020","NO 8,, A B VASUNDARA BUILDING, B N COMPLEX, OPP R G AKSHAYA, , NO 8,, GROUND FLOOR, BANGALORE","14105","Custom tailoring"
"M/S SRI SEETARAMA AGRO INDUSTRIES","KARNATAKA","RAICHUR","584102.0","05/05/2021","SY NO 193, MANCHALAPUR ROAD, MANCHALAPUR ROAD, SY NO 193, -, RAICHUR","10612","Rice milling"
"SHREE GARMENTS PROCESSORS AND DESIGNERS","KARNATAKA","BENGALURU (URBAN)","560074.0","24/07/2020","00, KENGERI HOBLI, NEAR KUMBALAGODU INDUSTRIAL AR, 00, 0, BANGALORE","13131","Finishing of cotton and blended cotton textiles."
"A R ENTERPRISES","KARNATAKA","BALLARI","583101.0","05/05/2021","Muslim Shadi Mahal, Muslim Shadi Mahal Complex, Tank bund road, Muslim Shadi Mahal, Muslim Shadi Mahal Complex, Bellary","25994","Manufacture of metal household articles (plates, saucers, pots, kettles, saucepans, frying pans and other non-electrical utensils, small hand-operated kitchen appliances and accessories)"
"M/S TRAINTECH ELECTRONICS PRIVATE LIMITED","KARNATAKA","BENGALURU (URBAN)","560079.0","04/05/2021","01, Samay, 8th cross Prashanth Nagar, 01, 1st main road, BENGALURU","30201","Manufacture of electric, diesel, steam and other rail locomotives"
"Ramachandra Power looms","KARNATAKA","BENGALURU (RURAL)","561203.0","24/07/2020","#36, 1st WARD, J C Circle, #36, Behind Jain Temple, DODBALLAPURA","13122","Weaving, manufacture of silk and silk mixture fabrics."
"Ashok Tailor","KARNATAKA","DHARWAD","580024.0","18/07/2020","125, Ganesh Colony 1st Cross, Nekar Nagar, 125, old Hubli, Hubli","14105","Custom tailoring"
"M/S AVASARALA TECHNOLOGIES LIMITED","KARNATAKA","BENGALURU (URBAN)","560082.0","26/11/2020","60, Avasarala Technologies Limited, KANAKAPURA MAIN ROAD, 60, SOMANAHALLI GATE, Bangalore","27900","Manufacture of other electrical equipment"
"ISHMAN FIESTA","KARNATAKA","BENGALURU (URBAN)","560036.0","26/11/2020","Flat-217, The Blue Lotus Park Apartments, Ramamurthy Nagar,NRI layout, Flat-217, Varanasi Main Road, BANGALORE","13999","Manufacture of other textiles/textile products n.e.c."
"ADOR FONTECH LIMITED","KARNATAKA","BENGALURU (URBAN)","560042.0","26/11/2020","Belview, Ador Fontech Limited, Haudin Road, Belview, 7, Bengaluru","25910","Forging, pressing, stamping and roll-forming of metal; powder metallurgy"
"AVANI XEROX AND GENERAL STORES","KARNATAKA","UDUPI","576105.0","06/08/2021","2-23C8, THASALLI COMPLEX, SANTHEKATTE, 2-23C8, MALPE CROSS ROAD, UDUPI","18121","Book and other similar sheet binding on account of others"
"SIDDHARUDHA TEXTILES","KARNATAKA","DHARWAD","580024.0","02/09/2020","ASAR HONDA, SHREE SIDDHARUDHA PRASANA, NEKAR ONI OLD HUBLI, ASAR HONDA, ASAR HONDA, HUBLI","13121","Weaving, manufacture of cotton and cotton mixture fabrics."
"SANGAMA COTTON EXPORTS","KARNATAKA","BENGALURU (URBAN)","560064.0","11/08/2021","467/, 387, DEVANAHALLI ROAD, 467/, 1, bangalore","13111","Preparation and spinning of cotton fiber including blended* cotton"
"BALAJI TRADER","KARNATAKA","SHIVAMOGGA","577301.0","11/08/2021","KATHA NO 227, JINK LINE, VEERAPURA ROAD, KATHA NO 227, BHADRAVATHI, BHADRAVATHI","17092","Manufacture of paper cups, saucers, plates, hoops, cones and other similar products"
"M/S FAREEDSONS ALUMINIUM PRIVATE  LIMITED","KARNATAKA","BENGALURU (URBAN)","560099.0","23/02/2021","PLOT NO. 48C, FAREEDSONS ALUMINIUM PRIVATE LIMITED, 5TH CROSS, ANEKAL TALUK, PLOT NO. 48C, BOMMASANDRA INDUSTRIAL AREA, BANGALORE","24202","Manufacture of Aluminium from alumina and by other methods and products of aluminium and alloys"
"Button Curry","KARNATAKA","BENGALURU (RURAL)","560062.0","23/02/2021","no.14, 2nd floor, Sri M Vishweshwariah Industrial Layout, 1, no.14, 2nd floor, Anjanapura Post, Bengaluru","25994","Manufacture of metal household articles (plates, saucers, pots, kettles, saucepans, frying pans and other non-electrical utensils, small hand-operated kitchen appliances and accessories)"
"RAJSHREE INDUSTRIES","KARNATAKA","BALLARI","583201.0","04/12/2020","D.No.08, RAJSHREE NILAYA, M J Nagar, D.No.08, 29TH WARD, HOSPET","20212","Manufacture of disinfectants (for agricultural and other use)"
"M/S SREE VENKATESHWARA WOOD INDUSTRIES","KARNATAKA","BENGALURU (URBAN)","560090.0","02/06/2021","11/1, SREE VENKATESHWARA WOOD INDUSTRIES, LAKSHMIPURA MAIN ROAD, 11/1, 1, BANGALORE","16109","Activities related to saw milling and planing of wood n.e.c."
"G S TALENT","KARNATAKA","DAKSHIN KANNAD","575002.0","11/08/2021","9-58/1(2), KAVUBAIL, KANKANADY, 9-58/1(2), ., MANGALORE","14105","Custom tailoring"
"M Bhuvaneswari","KARNATAKA","BENGALURU (URBAN)","560061.0","02/09/2020","NO-26, 6TH B CROSS, SUBRAMANYAPURA POST, NO-26, NEAR GANESHA TEMPLE, BANGALORE","14105","Custom tailoring"
"SUMANGALI JEWELS PARAGON","KARNATAKA","BENGALURU (URBAN)","560018.0","02/09/2020","45, Sumangali Jewels Paragon, 3rd main road, 45, 4 th corss, Bengaluru","32111","Manufacture of jewellery of gold, silver and other precious or base metal metal clad with precious metals or precious or semi-precious stones, or of combinations of precious metal and precious or semi-precious stones or of other materials"
"M/S EMBEDSENSE SOLUTIONS PRIVATE LIMITED","KARNATAKA","BENGALURU (URBAN)","560024.0","02/09/2020","NO. 28/1, SBM COLONY, 2ND MAIN, NO. 28/1, SBM COLONY, BANGALORE","27900","Manufacture of other electrical equipment"
"SUMITRA MOBILES","KARNATAKA","BIDAR","585401.0","02/09/2020","SHOP NO. 2-1-111/1, NEAR LUCKY PRESS, CHOWBARA ROAD, SHOP NO. 2-1-111/1, BIDAR, BIDAR","33190","Repair of other equipment"
"SRI KATALINGESHWARA PRAVISONAL STORE","KARNATAKA","DAVANGERE","577528.0","02/09/2020","ANABUR GOLLARAHATTI, ANABUR GOLLARAHATTI, DAVANAGERE, ANABUR GOLLARAHATTI, JAGALUR, DAVANAGERE","10729","Manufacture of sugar from other sources (juice of palm, suger beet etc.)"
"MANJUNATHA ARECA LEAF PLATES","KARNATAKA","DAVANGERE","577213.0","02/09/2020","-, MANJUNATHA ARECA LEAF PLATES, CHANNAGIRI ROAD, -, -, CHANNAGIRI TQ","17099","Manufacture of other paper products n.e.c."
"SHIVA SAGAR ELECTRICALS AND WINDERS","KARNATAKA","DAKSHIN KANNAD","575011.0","04/12/2020","PLOT NO.M-23, MEASURING 200 SQ.FT, INDUSTRIAL AREA, BAIKAMPADY, PLOT NO.M-23, INDUSTRIAL AREA, MANGALORE","33122","Repair and maintenance of pumps and related equipment, fluid power equipment, valves"
"TAKLI","KARNATAKA","BENGALURU (URBAN)","560043.0","04/12/2020","11, A G PLAZA, GANESH TEMPLE STREET, 11, HRBR 3RD BLOCK, BANGALORE","14101","Manufacture of all types of textile garments and clothing accessories"
"SRI MAHADESHWARA GRAPHICS","KARNATAKA","RAMANAGARA","562159.0","04/12/2020","NO.1,, LAKSHMI DEVAMMA BUILDING, PLD BANK ROAD, NO.1,, IJOOR, RAMANAGARAM","13136","Activity related to screen printing"
"SAKTHI ENTERPRISES","KARNATAKA","BENGALURU (URBAN)","560076.0","04/12/2020","NO.58, SAKTHI ENTERPRISES, HULIMAVU,BANNERGHATTA ROAD, NO.58, 5TH CROSS, BENGALURU","32909","Manufacture of other articles n.e.c."
"SAANVI ENTERPRISES","KARNATAKA","DHARWAD","580030.0","09/09/2021","64, 0, GOKUL ROAD, 64, 0, HUBLI","13121","Weaving, manufacture of cotton and cotton mixture fabrics."
"SRI VIJAYALAKSHMI ENTERPRISES","KARNATAKA","MYSURU","570024.0","16/10/2020","NO 862, ., RAMANUJA ROAD, NO 862, 13TH CROSS, MYSORE","26201","Manufacture of desktop computers, laptop computers, hand-held computers (e.g. PDA), mainframe computers and computer servers"
"Raju tailor Enterprise","KARNATAKA","BELAGAVI","591224.0","25/03/2021","H.No.64 to 160, Hanagandi house, 77 Naikar lane, H.No.64 to 160, 7, MUDALAGI","13911","Manufacture of knitted and crocheted cotton fabrics"
"PAWAN JEWELLERS","KARNATAKA","UDUPI","574104.0","10/08/2021","3-450/2 AND 3, GOPAL TOWERS, MAIN ROAD, 3-450/2 AND 3, KARKALA, KARKALA","32111","Manufacture of jewellery of gold, silver and other precious or base metal metal clad with precious metals or precious or semi-precious stones, or of combinations of precious metal and precious or semi-precious stones or of other materials"
"VENKATESHA SARVE AND CENTERING WORKS","KARNATAKA","BALLARI","583101.0","04/12/2020","WARD NO.29, EDIGARA ONI, BANDIHATTI, WARD NO.29, BALLARI, BALLARI","24319","Manufacture of other iron and steel casting and products thereof"
"SHREE MANJUNATHA GANNY MERCHANT","KARNATAKA","CHITRADURGA","577501.0","04/12/2020","NEW SANTHE MAIDANA, MEDEHALLI ROAD, KANIKA ROAD 1ST CROSS, NEW SANTHE MAIDANA, CHITRADURGA, CHITRADURGA","17024","Manufacture of sacks and bags of paper"
"PAWAR BRICKS","KARNATAKA","BELAGAVI","591120.0","04/12/2020","193, HEBBAL, HEBBAL, 193, 193, KHANAPUR","23921","Manufacture of bricks"
"SIDDANATH JEWELERS","KARNATAKA","BIDAR","585443.0","02/09/2020","1, NEAR BASAWESHVAR CHOWK, KAMALNAGAR ROAD, 1, BASAWESHVAR CHOWK, AURAD B","32111","Manufacture of jewellery of gold, silver and other precious or base metal metal clad with precious metals or precious or semi-precious stones, or of combinations of precious metal and precious or semi-precious stones or of other materials"
"DREAM PROJECT","KARNATAKA","BENGALURU (URBAN)","560018.0","02/09/2020","NO 146, FLOWER GARDEN, 9TH CROSS, NO 146, BANGALORE, BANGALORE","16101","Sawing and planing of wood"
"Star entetprises","KARNATAKA","BENGALURU (URBAN)","560058.0","24/02/2021","V-48, Peenya industrial estate, 2nd cross, V-48, Peenya, Bangalore","22199","Manufacture of other rubber products n.e.c."
"CHIKKEGOWDA   T  K","KARNATAKA","BENGALURU (URBAN)","560091.0","24/02/2021","# 179 / A, 17TH MAIN ROAD, BANGALORE NORTH, # 179 / A, SUNKADAKATTE, BANGALORE","23934","Manufacture of electrical insulators and insulating fittings of ceramics"
"PRANANYA TAILOR SHOP","KARNATAKA","BAGALKOT","587102.0","24/02/2021","71, 17TH CROSS, BAGALKOT, 71, BAGALKOT, BAGALKOT","14101","Manufacture of all types of textile garments and clothing accessories"
"Marhaba enterprises","KARNATAKA","BENGALURU (URBAN)","560058.0","24/02/2021","No 52, Thigalapalya main road, Peenya, No 52, Peenya 2 nd stage, Bangalore","22199","Manufacture of other rubber products n.e.c."
"ARASU ENTERPRISES","KARNATAKA","DAKSHIN KANNAD","574146.0","02/09/2020","1-014, mulki aramane, haleyangady, 1-014, haleyangady, mulki","10306","Manufacture of pickles, chutney etc."
"SRI BALAJIS COLOURS PRINTS","KARNATAKA","BENGALURU (URBAN)","560050.0","11/08/2021","292, GANAGA NADI ROAD, 2ND MAIN, 292, BRUNDAVANA NAGAR, BANGALORE","18121","Book and other similar sheet binding on account of others"
"Mahaveer Marketing","KARNATAKA","VIJAYAPURA","586101.0","11/08/2021","CTS NO 1676, Pannalalji Bhabutmalji jain, Kabaraji Bazar, CTS NO 1676, Kabaraji Bazar, Vijayapura (Bijapur)","32901","Manufacture of stationary articles such as pens and pencils of all kinds whether or not mechanical, pencil leads, date, sealing or numbering stamps, hand-operated devices for printing or embossing labels, hand printing sets, prepared typewriter ribbons and inked pads, globes etc."
"Alamirap","KARNATAKA","SHIVAMOGGA","577201","23/04/2021","Annupinakatte, Annupinakatte, Purudalu, Annupinakatte, Purudalu, Shivamogga","10803","Manufacture of prepared feeds for pets, including dogs, cats, birds, fish etc."
"SRI MANJUNATHA HARDWARE","KARNATAKA","UDUPI","576222.0","24/09/2021","DR NO 9, VISHWAPRABHA COMPLEX, MAIN ROAD, DR NO 9, BIDKALKATTE, BIDKALKATTE","25934","Manufacture of padlocks, locks, keys, hinges and the like, hardware for buildings, furniture, vehicles etc."
"NBA ENGINEERING","KARNATAKA","BENGALURU (URBAN)","560058.0","17/07/2021","No 04, sri, Rajagopalanagara Main Road, No 04, 2nd Cross, Bangalore","28221","Manufacture of machine tools for turning, drilling, milling, shaping, planning, boring, grinding etc."
"Srivari Silk Twisting Factory","KARNATAKA","CHIKBALLAPUR","562105","23/04/2021","No 4276/3353, Srivari Krupam,, Gowda Street,, No 4276/3353, Ward No 03, Sidlaghatta","13122","Weaving, manufacture of silk and silk mixture fabrics."
"Madhu","KARNATAKA","MYSURU","571102","23/04/2021","#586, MADHU, TEMPLE ROAD, #586, HARNALLI, PERIYAPATNA","27104","Manufacture of electricity distribution and control apparatus (electrical apparatus for switching or protecting electrical circuits (e.g. switches, fuses, voltage limiters, surge suppressors, junction boxes etc.) for a voltage exceeding 1000 volts; similar apparatus (including relays, sockets etc.) for a voltage not exceeding 1000 volts; boards, panels, consoles, cabinets and other bases equipped with two or more of the above apparatus for electricity control or distribution of electricity including power capacitors.)"
"Shree Mahalaxmi Industries","KARNATAKA","BELAGAVI","591311.0","23/02/2021","Near Hanuman Temple, jamakhandi road kudachi, kudachi, Near Hanuman Temple, kudachi, kudachi","32909","Manufacture of other articles n.e.c."
"Manjula.Garments","KARNATAKA","BAGALKOT","587313.0","23/02/2021","41, ., Metagudd, 41, Mudhol, Mudhol","14101","Manufacture of all types of textile garments and clothing accessories"
"M/S VIJAY RAM CREATIONS","KARNATAKA","BENGALURU (URBAN)","560062","24/04/2021","No 53 3rd Floor, 8th Main Road, Kanakapura Road, No 53 3rd Floor, JC Industrial Layout, Bangalore","13139","Other activities relating to finishing of textile n.e.c."
"SRI RAGHAVENDRA HOME FOODS","KARNATAKA","RAICHUR","584101.0","24/09/2021","9-13-26, MADDIPET, MADDIPET, 9-13-26, RAICHUR, RAICHUR","10740","Manufacture of macaroni, noodles, couscous and similar farinaceous products"
"M/S MULTIMICRON TECHNOLOGIES","KARNATAKA","BENGALURU (URBAN)","560091.0","24/09/2021","NO.79,, PEENYA 2ND STAGE,, HEGGANAHALLI MAIN ROAD,, NO.79,, 3RD CROSS,, BENGALURU","28299","Manufacture of other special-purpose machinery n.e.c."
"NUTUN SWEETS & COLD DRINKS","KARNATAKA","BELAGAVI","591224.0","17/07/2021","147, BIRAJ, -, 147, -, SANGANKERI","10719","Manufacture of other bakery products n.e.c."
"Prashanth  Enterprise","KARNATAKA","KALABURAGI","585210.0","17/07/2021","Madkal, Sedam, Sedam, Madkal, Sedam, Sedam","10799","Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the activities covered under 10619)"
"G M N ENTERPRISES","KARNATAKA","BENGALURU (URBAN)","560043.0","17/07/2021","327, K S JUNJAPPA COMPLEX, CHANNASANDRA, 327, HORAMAVU POST, BENGALURU","27201","Manufacture of primary cells and primary batteries nd rechargable batteries, cells containing manganese oxide, mercuric oxide silver oxide or other material"
"KRISHNA PACKAGING","KARNATAKA","BENGALURU (URBAN)","560091.0","17/07/2021","NO 8 SY NO 134/2, MAGADI MAIN ROAD, KADABAGERE CROSS, NO 8 SY NO 134/2, MACHOHALLI INDUSTRIAL AREA, BANGALORE","16231","Manufacture of wooden boxes, barrels, vats, tubs, packing cases etc."
"M/S SAGAR ENTERPRISES","KARNATAKA","BENGALURU (URBAN)","560045","22/04/2021","NO.325,, , 3rd STAGE NAGAWARA MAIN ROAD, NO.325,, BILLAL PILLANAN GARDEN, BENGALURU","15209","Manufacture of other footwear n.e.c."
"NEEKSHA","KARNATAKA","DAKSHIN KANNAD","574211.0","28/01/2021","1-21, KEMPU GUDDE HOUSE, BANTWAL, 1-21, KINNIBETTU POST, BANTWAL","14105","Custom tailoring"
"Shree Lakshmi Hollow Blocks","KARNATAKA","BENGALURU (URBAN)","560074.0","17/07/2021","#, Shree Lakshmi Hollow Blocks, Kengeri Hobli, #, Ramohalli Post, Bengaluru","23952","Manufacture of articles articles of concrete, cement or artificial stone (tiles, bricks etc.)"
"SANVI HINDU MILITARY HOTEL","KARNATAKA","CHIKKAMAGALURU","571001.0","17/07/2021","#, SANVI HINDU MILITARY HOTEL, Chickmagalur, #, Karthikere, Chickmagalur","10301","Sun-drying of fruit and vegetables"
"SANJAY TRADERS","KARNATAKA","DHARWAD","580025","23/04/2021","# 29, S/O FAKKIRAPPA, KUMBAR ONI, # 29, SUTAGATTI, HUBLI","32909","Manufacture of other articles n.e.c."
"MAY ORTHO AND SURGICALS","KARNATAKA","BENGALURU (URBAN)","560091","23/04/2021","No. 945/5,, -, Kodigehalli Post, No. 945/5,, -, Yeshwanthapura ,","32509","Manufacture of other medical and dental instruments n.e.c."
"NATIONAL ELECTRICALS","KARNATAKA","KOLAR","560034","23/04/2021","NO-927, S T BED, 6th B MAIN ROAD, NO-927, 1ST, BENGALURU","27400","Manufacture of electric lighting equipment"
"SLV MIXTURE  & SWEET CENTER","KARNATAKA","BENGALURU (URBAN)","560078.0","27/01/2021","30, MARAPPA BULIDING, Y V ANNAIAH ROAD, 30, 3RD BLOCK, BANGALORE","10719","Manufacture of other bakery products n.e.c."
"ANUGRAHA PACK LINES","KARNATAKA","BENGALURU (URBAN)","560091.0","27/01/2021","NO 111, ANUGRAHA PACK LINES, Doddabidrakallu, NO 111, ANDRAHALLI, BANGALORE","22203","Manufacture of plastic articles for the packing of goods (plastic bags, sacks, containers, boxes, cases, carboys, bottles etc)"
"MAYURI OFFICE NEEDS","KARNATAKA","BENGALURU (RURAL)","560008.0","27/01/2021","NO.2325 2A CROSS, 16THB MAIN, 16B, NO.2325 2A CROSS, INDIRANAGAR, BANGALORE","32901","Manufacture of stationary articles such as pens and pencils of all kinds whether or not mechanical, pencil leads, date, sealing or numbering stamps, hand-operated devices for printing or embossing labels, hand printing sets, prepared typewriter ribbons and inked pads, globes etc."
"Tool Technologies","KARNATAKA","BENGALURU (URBAN)","560091.0","27/01/2021","71/72, 7th Cross, Maruthi nagar, 71/72, Peenya 2nd Stage, Bangalore","22193","Manufacture of rubber contraceptives"
"VEERBHADRESHWAR ENTERPRISES","KARNATAKA","BELAGAVI","591126.0","23/09/2021","YADRANVI, BEDASUR, YADARNAVI, YADRANVI, SAUNDATTI, SAUNDATTI","11045","Manufacture of soft drinks"
"M/S LIBERATE FOODS PRIVATE LIMITED","KARNATAKA","BENGALURU (URBAN)","560071.0","23/09/2021","155, Amarjyoti Layout, Inner Ring Road, 155, Domlur, Bangalore","10750","Manufacture of prepared meals and dishes"
"RENUKA BRICKS","KARNATAKA","BELAGAVI","590014.0","23/09/2021","H. NO. 73/B, SHIVAJI RAJE ROAD, SHIVAJI RAJE ROAD, H. NO. 73/B, DESUR, BELAGAVI","23921","Manufacture of bricks"
"HANCHINAL FOOD PRODUCTS","KARNATAKA","DHARWAD","580006.0","23/09/2021","00, 00, SUPERMARKET ROAD, 00, 0, DHARWAD","10799","Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the activities covered under 10619)"
"M/s Sana Industries","KARNATAKA","BIDAR","585330.0","16/07/2021","Plot No. 100-P, KIADB Industrial Area, KIADB Industrial Area, Plot No. 100-P, KIADB Industrial Area, Humnabad","24103","Manufacture of steel in ingots or other primary forms, and other semi-finished products of steel"
"SS Readymade Garments Unit","KARNATAKA","HAVERI","581110.0","23/09/2021","23/2/321, Vardhaman Juvl Building, M.G.Road, Near Vardhaman Juvls, 23/2/321, Haveri, Haveri","14101","Manufacture of all types of textile garments and clothing accessories"
"NISHITHA INDUSTRIES","KARNATAKA","BENGALURU (URBAN)","562130.0","23/09/2021","NO.61/2,, SRI VARASIDDHI VINAYAKA COMPLEX, KADABAGERE CROSS, NO.61/2,, RAMA PARVA GARDEN, BANGALORE","25999","Manufacture of other fabricated metal products n.e.c."
